"index","year","word","page","frequency","articleCount","stfreq","pagegroup"
"1904:25",1904,"men",25,8,218,3.6697247706422,6
"1904:25",1904,"time",25,7,218,3.21100917431193,6
"1904:25",1904,"Port",25,7,218,3.21100917431193,6
"1904:25",1904,"Hongkong",25,7,218,3.21100917431193,6
"1904:25",1904,"Japan",25,7,218,3.21100917431193,6
"1904:25",1904,"appeared",25,6,218,2.75229357798165,6
"1904:25",1904,"Russian",25,6,218,2.75229357798165,6
"1904:25",1904,"ing",25,6,218,2.75229357798165,6
"1904:25",1904,"ami",25,6,218,2.75229357798165,6
"1904:25",1904,"Borneo",25,6,218,2.75229357798165,6
"1904:25",1904,"British",25,6,218,2.75229357798165,6
"1904:25",1904,"Colombo",25,6,218,2.75229357798165,6
"1904:25",1904,"work",25,5,218,2.29357798165138,6
"1904:25",1904,"Lord",25,5,218,2.29357798165138,6
"1904:25",1904,"nut",25,5,218,2.29357798165138,6
"1904:25",1904,"received",25,5,218,2.29357798165138,6
"1904:25",1904,"ili",25,5,218,2.29357798165138,6
"1904:25",1904,"tha",25,5,218,2.29357798165138,6
"1904:25",1904,"til",25,5,218,2.29357798165138,6
"1904:25",1904,"many",25,5,218,2.29357798165138,6
"1904:25",1904,"Ihe",25,5,218,2.29357798165138,6
"1904:25",1904,"Sir",25,5,218,2.29357798165138,6
"1904:25",1904,"case",25,5,218,2.29357798165138,6
"1904:25",1904,"steamer",25,5,218,2.29357798165138,6
"1904:25",1904,"lie",25,5,218,2.29357798165138,6
"1904:25",1904,"tad",25,5,218,2.29357798165138,6
"1904:25",1904,"official",25,5,218,2.29357798165138,6
"1904:30",1904,"tin",30,35,218,16.0550458715596,7
"1904:30",1904,"thai",30,15,218,6.88073394495413,7
"1904:30",1904,"Japanese",30,12,218,5.5045871559633,7
"1904:30",1904,"ill",30,12,218,5.5045871559633,7
"1904:30",1904,"Singapore",30,10,218,4.58715596330275,7
"1904:30",1904,"London",30,9,218,4.12844036697248,7
"1904:30",1904,"Arthur",30,9,218,4.12844036697248,7
"1904:30",1904,"iii",30,9,218,4.12844036697248,7
"1904:30",1904,"men",30,8,218,3.6697247706422,7
"1904:30",1904,"time",30,7,218,3.21100917431193,7
"1904:30",1904,"Port",30,7,218,3.21100917431193,7
"1904:30",1904,"Hongkong",30,7,218,3.21100917431193,7
"1904:30",1904,"Japan",30,7,218,3.21100917431193,7
"1904:30",1904,"appeared",30,6,218,2.75229357798165,7
"1904:30",1904,"Russian",30,6,218,2.75229357798165,7
"1904:30",1904,"ing",30,6,218,2.75229357798165,7
"1904:30",1904,"ami",30,6,218,2.75229357798165,7
"1904:30",1904,"Borneo",30,6,218,2.75229357798165,7
"1904:30",1904,"British",30,6,218,2.75229357798165,7
"1904:30",1904,"Colombo",30,6,218,2.75229357798165,7
"1904:30",1904,"work",30,5,218,2.29357798165138,7
"1904:30",1904,"Lord",30,5,218,2.29357798165138,7
"1904:30",1904,"nut",30,5,218,2.29357798165138,7
"1904:30",1904,"received",30,5,218,2.29357798165138,7
"1904:30",1904,"ili",30,5,218,2.29357798165138,7
"1904:30",1904,"tha",30,5,218,2.29357798165138,7
"1904:30",1904,"til",30,5,218,2.29357798165138,7
"1904:30",1904,"many",30,5,218,2.29357798165138,7
"1904:30",1904,"Ihe",30,5,218,2.29357798165138,7
"1904:30",1904,"Sir",30,5,218,2.29357798165138,7
"1904:30",1904,"case",30,5,218,2.29357798165138,7
"1904:30",1904,"steamer",30,5,218,2.29357798165138,7
"1904:30",1904,"lie",30,5,218,2.29357798165138,7
"1904:30",1904,"tad",30,5,218,2.29357798165138,7
"1904:30",1904,"official",30,5,218,2.29357798165138,7
"1905:1",1905,"Nil",1,76,342,22.2222222222222,1
"1905:1",1905,"tin",1,62,342,18.1286549707602,1
"1905:1",1905,"Different",1,47,342,13.7426900584795,1
"1905:1",1905,"Wharves",1,43,342,12.5730994152047,1
"1905:1",1905,"Berthed",1,43,342,12.5730994152047,1
"1905:1",1905,"Ships",1,27,342,7.89473684210526,1
"1905:1",1905,"ami",1,26,342,7.60233918128655,1
"1905:1",1905,"Graving",1,25,342,7.30994152046784,1
"1905:1",1905,"ill",1,24,342,7.01754385964912,1
"1905:1",1905,"Victoria",1,22,342,6.4327485380117,1
"1905:1",1905,"Van",1,19,342,5.55555555555556,1
"1905:3",1905,"tin",3,157,755,20.794701986755,2
"1905:3",1905,"ami",3,43,755,5.6953642384106,2
"1905:3",1905,"Urn",3,38,755,5.03311258278146,2
"1905:3",1905,"British",3,31,755,4.10596026490066,2
"1905:3",1905,"thai",3,30,755,3.97350993377483,2
"1905:3",1905,"iii",3,30,755,3.97350993377483,2
"1905:3",1905,"Japanese",3,30,755,3.97350993377483,2
"1905:3",1905,"time",3,26,755,3.44370860927152,2
"1905:3",1905,"London",3,25,755,3.3112582781457,2
"1905:3",1905,"Chinese",3,25,755,3.3112582781457,2
"1905:3",1905,"India",3,24,755,3.17880794701987,2
"1905:3",1905,"lit",3,24,755,3.17880794701987,2
"1905:3",1905,"ill",3,23,755,3.04635761589404,2
"1905:3",1905,"lie",3,23,755,3.04635761589404,2
"1905:3",1905,"Malay",3,21,755,2.78145695364238,2
"1905:5",1905,"tin",5,780,4063,19.1976372138814,3
"1905:5",1905,"ami",5,288,4063,7.08835835589466,3
"1905:5",1905,"Singapore",5,225,4063,5.5377799655427,3
"1905:5",1905,"morning",5,195,4063,4.79940930347034,3
"1905:5",1905,"Sir",5,187,4063,4.60251046025105,3
"1905:5",1905,"afternoon",5,168,4063,4.13487570760522,3
"1905:5",1905,"ill",5,136,4063,3.34728033472803,3
"1905:5",1905,"Tin",5,132,4063,3.24883091311839,3
"1905:5",1905,"Japanese",5,129,4063,3.17499384691115,3
"1905:5",1905,"London",5,122,4063,3.00270735909427,3
"1905:6",1905,"tin",6,85,686,12.3906705539359,4
"1905:6",1905,"London",6,43,686,6.26822157434402,4
"1905:6",1905,"rubber",6,33,686,4.81049562682216,4
"1905:6",1905,"India",6,32,686,4.66472303206997,4
"1905:6",1905,"Japan",6,32,686,4.66472303206997,4
"1905:6",1905,"Ceylon",6,27,686,3.93586005830904,4
"1905:6",1905,"China",6,27,686,3.93586005830904,4
"1905:6",1905,"thai",6,26,686,3.79008746355685,4
"1905:6",1905,"Chinese",6,25,686,3.64431486880466,4
"1905:6",1905,"many",6,24,686,3.49854227405248,4
"1905:6",1905,"Government",6,24,686,3.49854227405248,4
"1905:6",1905,"Malay",6,23,686,3.35276967930029,4
"1905:6",1905,"Russian",6,21,686,3.06122448979592,4
"1905:6",1905,"Colombo",6,21,686,3.06122448979592,4
"1905:6",1905,"British",6,21,686,3.06122448979592,4
"1905:7",1905,"tin",7,88,782,11.2531969309463,5
"1905:7",1905,"London",7,37,782,4.73145780051151,5
"1905:7",1905,"British",7,35,782,4.47570332480818,5
"1905:7",1905,"lie",7,33,782,4.21994884910486,5
"1905:7",1905,"ami",7,32,782,4.0920716112532,5
"1905:7",1905,"report",7,32,782,4.0920716112532,5
"1905:7",1905,"thai",7,28,782,3.58056265984655,5
"1905:7",1905,"Sir",7,27,782,3.45268542199488,5
"1905:7",1905,"ill",7,27,782,3.45268542199488,5
"1905:7",1905,"India",7,27,782,3.45268542199488,5
"1905:7",1905,"Japan",7,27,782,3.45268542199488,5
"1905:7",1905,"rubber",7,27,782,3.45268542199488,5
"1905:7",1905,"Hongkong",7,26,782,3.32480818414322,5
"1905:7",1905,"trade",7,25,782,3.19693094629156,5
"1905:7",1905,"Government",7,25,782,3.19693094629156,5
"1905:7",1905,"Ceylon",7,24,782,3.0690537084399,5
"1905:7",1905,"Urn",7,24,782,3.0690537084399,5
"1905:7",1905,"Chinese",7,24,782,3.0690537084399,5
"1905:7",1905,"China",7,24,782,3.0690537084399,5
"1905:8",1905,"Private",8,506,3838,13.1839499739448,6
"1905:8",1905,"tin",8,496,3838,12.9233976029182,6
"1905:8",1905,"Bank",8,460,3838,11.9854090672225,6
"1905:8",1905,"Coffee",8,386,3838,10.0573215216258,6
"1905:8",1905,"Brit",8,265,3838,6.90463783220427,6
"1905:8",1905,"Bali",8,263,3838,6.85252735799896,6
"1905:8",1905,"Sarawak",8,257,3838,6.69619593538301,6
"1905:8",1905,"Sago",8,257,3838,6.69619593538301,6
"1905:8",1905,"Nil",8,214,3838,5.57582073996873,6
"1905:8",1905,"ami",8,208,3838,5.41948931735279,6
"1905:8",1905,"London",8,207,3838,5.39343408025013,6
"1905:12",1905,"tin",12,48,324,14.8148148148148,7
"1905:12",1905,"thai",12,19,324,5.8641975308642,7
"1905:12",1905,"London",12,19,324,5.8641975308642,7
"1905:12",1905,"ami",12,17,324,5.24691358024691,7
"1905:12",1905,"China",12,17,324,5.24691358024691,7
"1905:12",1905,"British",12,16,324,4.93827160493827,7
"1905:12",1905,"Japanese",12,15,324,4.62962962962963,7
"1905:12",1905,"Japan",12,14,324,4.32098765432099,7
"1905:12",1905,"German",12,14,324,4.32098765432099,7
"1905:12",1905,"Hongkong",12,13,324,4.01234567901235,7
"1905:12",1905,"Singapore",12,13,324,4.01234567901235,7
"1905:12",1905,"Russian",12,11,324,3.39506172839506,7
"1905:12",1905,"ill",12,11,324,3.39506172839506,7
"1905:12",1905,"Government",12,11,324,3.39506172839506,7
"1905:12",1905,"French",12,11,324,3.39506172839506,7
"1905:12",1905,"lie",12,11,324,3.39506172839506,7
"1905:12",1905,"India",12,11,324,3.39506172839506,7
"1905:12",1905,"time",12,10,324,3.08641975308642,7
"1905:12",1905,"date",12,10,324,3.08641975308642,7
"1905:12",1905,"Colombo",12,10,324,3.08641975308642,7
"1905:12",1905,"Mail",12,10,324,3.08641975308642,7
"1905:12",1905,"lii",12,10,324,3.08641975308642,7
"1905:12",1905,"Ceylon",12,10,324,3.08641975308642,7
"1905:12",1905,"Manila",12,10,324,3.08641975308642,7
"1905:12",1905,"report",12,10,324,3.08641975308642,7
"1905:12",1905,"arrived",12,10,324,3.08641975308642,7
"1905:12",1905,"present",12,10,324,3.08641975308642,7
"1905:12",1905,"Company",12,9,324,2.77777777777778,7
"1905:12",1905,"tha",12,9,324,2.77777777777778,7
"1905:12",1905,"recently",12,9,324,2.77777777777778,7
"1906:1",1906,"Nil",1,45,245,18.3673469387755,1
"1906:1",1906,"Coffee",1,32,245,13.0612244897959,1
"1906:1",1906,"Bank",1,30,245,12.2448979591837,1
"1906:1",1906,"Bali",1,28,245,11.4285714285714,1
"1906:1",1906,"Private",1,27,245,11.0204081632653,1
"1906:1",1906,"Brit",1,24,245,9.79591836734694,1
"1906:1",1906,"Sarawak",1,23,245,9.38775510204082,1
"1906:1",1906,"Sago",1,22,245,8.97959183673469,1
"1906:1",1906,"Berthed",1,21,245,8.57142857142857,1
"1906:1",1906,"Black",1,20,245,8.16326530612245,1
"1906:1",1906,"Pepper",1,20,245,8.16326530612245,1
"1906:1",1906,"Different",1,20,245,8.16326530612245,1
"1906:1",1906,"Wharves",1,20,245,8.16326530612245,1
"1906:2",1906,"tin",2,96,510,18.8235294117647,2
"1906:2",1906,"British",2,34,510,6.66666666666667,2
"1906:2",1906,"London",2,30,510,5.88235294117647,2
"1906:2",1906,"Sir",2,27,510,5.29411764705882,2
"1906:2",1906,"ami",2,26,510,5.09803921568627,2
"1906:2",1906,"Rubber",2,26,510,5.09803921568627,2
"1906:2",1906,"Tin",2,25,510,4.90196078431373,2
"1906:2",1906,"ill",2,22,510,4.31372549019608,2
"1906:2",1906,"Ceylon",2,22,510,4.31372549019608,2
"1906:2",1906,"China",2,21,510,4.11764705882353,2
"1906:2",1906,"lit",2,20,510,3.92156862745098,2
"1906:2",1906,"Chinese",2,19,510,3.72549019607843,2
"1906:2",1906,"report",2,19,510,3.72549019607843,2
"1906:3",1906,"tin",3,124,609,20.3612479474548,3
"1906:3",1906,"London",3,46,609,7.55336617405583,3
"1906:3",1906,"British",3,41,609,6.73234811165846,3
"1906:3",1906,"Hongkong",3,35,609,5.74712643678161,3
"1906:3",1906,"Rubber",3,34,609,5.58292282430213,3
"1906:3",1906,"Tin",3,32,609,5.25451559934319,3
"1906:3",1906,"China",3,29,609,4.76190476190476,3
"1906:3",1906,"Company",3,28,609,4.59770114942529,3
"1906:3",1906,"ill",3,27,609,4.43349753694581,3
"1906:3",1906,"Ceylon",3,27,609,4.43349753694581,3
"1906:3",1906,"Meyer",3,25,609,4.10509031198686,3
"1906:5",1906,"tin",5,813,4102,19.8196001950268,4
"1906:5",1906,"ami",5,307,4102,7.48415407118479,4
"1906:5",1906,"Singapore",5,247,4102,6.02145294978059,4
"1906:5",1906,"Chinese",5,227,4102,5.53388590931253,4
"1906:5",1906,"morning",5,208,4102,5.07069722086787,4
"1906:5",1906,"Court",5,193,4102,4.70502194051682,4
"1906:5",1906,"afternoon",5,166,4102,4.04680643588493,4
"1906:5",1906,"Club",5,163,4102,3.97367137981472,4
"1906:5",1906,"Tin",5,163,4102,3.97367137981472,4
"1906:5",1906,"ill",5,153,4102,3.72988785958069,4
"1906:5",1906,"Sir",5,140,4102,3.41296928327645,4
"1906:7",1906,"tin",7,67,625,10.72,5
"1906:7",1906,"ami",7,40,625,6.4,5
"1906:7",1906,"Chinese",7,37,625,5.92,5
"1906:7",1906,"London",7,35,625,5.6,5
"1906:7",1906,"China",7,32,625,5.12,5
"1906:7",1906,"Tin",7,32,625,5.12,5
"1906:7",1906,"British",7,30,625,4.8,5
"1906:7",1906,"American",7,30,625,4.8,5
"1906:7",1906,"ill",7,29,625,4.64,5
"1906:7",1906,"Rubber",7,28,625,4.48,5
"1906:7",1906,"time",7,24,625,3.84,5
"1906:7",1906,"Sir",7,23,625,3.68,5
"1906:8",1906,"tin",8,496,2497,19.8638366039247,6
"1906:8",1906,"Bank",8,206,2497,8.24989987985583,6
"1906:8",1906,"ami",8,180,2497,7.20865038045655,6
"1906:8",1906,"Coffee",8,169,2497,6.76812174609531,6
"1906:8",1906,"Singapore",8,159,2497,6.36764116940328,6
"1906:8",1906,"Private",8,155,2497,6.20744893872647,6
"1906:8",1906,"Club",8,132,2497,5.2863436123348,6
"1906:8",1906,"Nil",8,132,2497,5.2863436123348,6
"1906:8",1906,"Tin",8,126,2497,5.04605526631958,6
"1906:8",1906,"Bali",8,120,2497,4.80576692030437,6
"1906:8",1906,"Chinese",8,110,2497,4.40528634361234,6
"1906:10",1906,"China",10,81,845,9.58579881656805,7
"1906:10",1906,"Rubber",10,80,845,9.46745562130178,7
"1906:10",1906,"London",10,71,845,8.40236686390532,7
"1906:10",1906,"prem",10,61,845,7.2189349112426,7
"1906:10",1906,"tin",10,55,845,6.50887573964497,7
"1906:10",1906,"Hongkong",10,54,845,6.3905325443787,7
"1906:10",1906,"British",10,48,845,5.68047337278106,7
"1906:10",1906,"Apl",10,43,845,5.0887573964497,7
"1906:10",1906,"Ltd",10,41,845,4.85207100591716,7
"1906:10",1906,"French",10,40,845,4.73372781065089,7
"1907:2",1907,"tin",2,64,434,14.7465437788018,1
"1907:2",1907,"ami",2,41,434,9.44700460829493,1
"1907:2",1907,"London",2,26,434,5.99078341013825,1
"1907:2",1907,"ill",2,20,434,4.60829493087558,1
"1907:2",1907,"Short",2,20,434,4.60829493087558,1
"1907:2",1907,"Tin",2,19,434,4.3778801843318,1
"1907:2",1907,"Story",2,19,434,4.3778801843318,1
"1907:2",1907,"arc",2,19,434,4.3778801843318,1
"1907:2",1907,"lie",2,18,434,4.14746543778802,1
"1907:2",1907,"time",2,15,434,3.45622119815668,1
"1907:2",1907,"China",2,15,434,3.45622119815668,1
"1907:2",1907,"Sir",2,13,434,2.99539170506912,1
"1907:2",1907,"work",2,13,434,2.99539170506912,1
"1907:2",1907,"old",2,12,434,2.76497695852535,1
"1907:2",1907,"well",2,12,434,2.76497695852535,1
"1907:2",1907,"iii",2,12,434,2.76497695852535,1
"1907:2",1907,"lias",2,11,434,2.53456221198157,1
"1907:2",1907,"Rubber",2,11,434,2.53456221198157,1
"1907:2",1907,"mil",2,11,434,2.53456221198157,1
"1907:3",1907,"tin",3,104,700,14.8571428571429,2
"1907:3",1907,"ami",3,58,700,8.28571428571428,2
"1907:3",1907,"London",3,40,700,5.71428571428571,2
"1907:3",1907,"ill",3,38,700,5.42857142857143,2
"1907:3",1907,"Sir",3,32,700,4.57142857142857,2
"1907:3",1907,"lit",3,24,700,3.42857142857143,2
"1907:3",1907,"Hongkong",3,20,700,2.85714285714286,2
"1907:3",1907,"American",3,20,700,2.85714285714286,2
"1907:3",1907,"many",3,19,700,2.71428571428571,2
"1907:3",1907,"lie",3,19,700,2.71428571428571,2
"1907:3",1907,"Urn",3,19,700,2.71428571428571,2
"1907:3",1907,"iii",3,19,700,2.71428571428571,2
"1907:3",1907,"Tin",3,19,700,2.71428571428571,2
"1907:3",1907,"Company",3,18,700,2.57142857142857,2
"1907:3",1907,"nil",3,15,700,2.14285714285714,2
"1907:3",1907,"thr",3,15,700,2.14285714285714,2
"1907:3",1907,"lor",3,15,700,2.14285714285714,2
"1907:3",1907,"Rubber",3,15,700,2.14285714285714,2
"1907:3",1907,"Indian",3,15,700,2.14285714285714,2
"1907:4",1907,"tin",4,233,1453,16.0357880247763,3
"1907:4",1907,"Coy",4,169,1453,11.6311080523056,3
"1907:4",1907,"China",4,155,1453,10.6675843083276,3
"1907:4",1907,"Colombo",4,138,1453,9.49759119064005,3
"1907:4",1907,"Arcadia",4,136,1453,9.35994494150034,3
"1907:4",1907,"port",4,135,1453,9.29112181693049,3
"1907:4",1907,"arrival",4,122,1453,8.39642119752237,3
"1907:4",1907,"Sydney",4,121,1453,8.32759807295251,3
"1907:4",1907,"ami",4,119,1453,8.1899518238128,3
"1907:4",1907,"Major",4,114,1453,7.84583620096352,3
"1907:4",1907,"Airlie",4,114,1453,7.84583620096352,3
"1907:6",1907,"tin",6,400,1487,26.8997982515131,4
"1907:6",1907,"Social",6,285,1487,19.1661062542031,4
"1907:6",1907,"Personal",6,282,1487,18.9643577673167,4
"1907:6",1907,"ami",6,118,1487,7.93544048419637,4
"1907:6",1907,"Singapore",6,117,1487,7.86819098856759,4
"1907:6",1907,"morning",6,92,1487,6.18695359784802,4
"1907:6",1907,"Chinese",6,76,1487,5.11096166778749,4
"1907:6",1907,"Sir",6,76,1487,5.11096166778749,4
"1907:6",1907,"Tin",6,76,1487,5.11096166778749,4
"1907:6",1907,"Kuala",6,64,1487,4.3039677202421,4
"1907:6",1907,"Magistrate",6,55,1487,3.69872225958305,4
"1907:6",1907,"ill",6,55,1487,3.69872225958305,4
"1907:6",1907,"China",6,53,1487,3.56422326832549,4
"1907:7",1907,"London",7,1605,7958,20.1683840160844,5
"1907:7",1907,"tin",7,1460,7958,18.3463181703946,5
"1907:7",1907,"Singapore",7,509,7958,6.39607941693893,5
"1907:7",1907,"Berlin",7,484,7958,6.0819301331993,5
"1907:7",1907,"Chinese",7,484,7958,6.0819301331993,5
"1907:7",1907,"Court",7,449,7958,5.64212113596381,5
"1907:7",1907,"morning",7,392,7958,4.92586076903745,5
"1907:7",1907,"Sir",7,355,7958,4.46091982910279,5
"1907:7",1907,"Government",7,331,7958,4.15933651671274,5
"1907:7",1907,"ami",7,323,7958,4.05880874591606,5
"1907:7",1907,"Tin",7,323,7958,4.05880874591606,5
"1907:7",1907,"Company",7,314,7958,3.94571500376979,5
"1907:8",1907,"tin",8,705,3586,19.659788064696,6
"1907:8",1907,"Club",8,649,3586,18.0981595092025,6
"1907:8",1907,"Singapore",8,450,3586,12.5488008923592,6
"1907:8",1907,"ami",8,277,3586,7.7244841048522,6
"1907:8",1907,"Football",8,250,3586,6.97155605131065,6
"1907:8",1907,"Association",8,248,3586,6.91578360290017,6
"1907:8",1907,"match",8,244,3586,6.8042387060792,6
"1907:8",1907,"General",8,233,3586,6.49749023982153,6
"1907:8",1907,"Cricket",8,232,3586,6.46960401561629,6
"1907:8",1907,"Tournament",8,206,3586,5.74456218627998,6
"1907:11",1907,"tin",11,83,615,13.4959349593496,7
"1907:11",1907,"motor",11,61,615,9.91869918699187,7
"1907:11",1907,"car",11,39,615,6.34146341463415,7
"1907:11",1907,"Motor",11,36,615,5.85365853658537,7
"1907:11",1907,"lie",11,35,615,5.69105691056911,7
"1907:11",1907,"ami",11,33,615,5.36585365853659,7
"1907:11",1907,"Club",11,30,615,4.8780487804878,7
"1907:11",1907,"many",11,28,615,4.55284552845528,7
"1907:11",1907,"London",11,27,615,4.39024390243902,7
"1907:11",1907,"Singapore",11,26,615,4.22764227642276,7
"1908:2",1908,"London",2,82,549,14.936247723133,1
"1908:2",1908,"India",2,29,549,5.28233151183971,1
"1908:2",1908,"Company",2,28,549,5.10018214936248,1
"1908:2",1908,"Chinese",2,27,549,4.91803278688525,1
"1908:2",1908,"rubber",2,25,549,4.55373406193078,1
"1908:2",1908,"work",2,24,549,4.37158469945355,1
"1908:2",1908,"Ceylon",2,23,549,4.18943533697632,1
"1908:2",1908,"many",2,22,549,4.00728597449909,1
"1908:2",1908,"time",2,21,549,3.82513661202186,1
"1908:2",1908,"Government",2,21,549,3.82513661202186,1
"1908:2",1908,"little",2,21,549,3.82513661202186,1
"1908:2",1908,"recently",2,21,549,3.82513661202186,1
"1908:2",1908,"great",2,20,549,3.64298724954463,1
"1908:2",1908,"American",2,20,549,3.64298724954463,1
"1908:4",1908,"Mansfield",4,346,975,35.4871794871795,2
"1908:4",1908,"steamer",4,239,975,24.5128205128205,2
"1908:4",1908,"China",4,234,975,24,2
"1908:4",1908,"port",4,231,975,23.6923076923077,2
"1908:4",1908,"Colombo",4,217,975,22.2564102564103,2
"1908:4",1908,"arrival",4,215,975,22.0512820512821,2
"1908:4",1908,"Coy",4,213,975,21.8461538461538,2
"1908:4",1908,"name",4,212,975,21.7435897435897,2
"1908:4",1908,"probable",4,202,975,20.7179487179487,2
"1908:4",1908,"date",4,201,975,20.6153846153846,2
"1908:5",1908,"Brit",5,841,2383,35.2916491817037,3
"1908:5",1908,"via",5,829,2383,34.7880822492656,3
"1908:5",1908,"ports",5,544,2383,22.8283676038607,3
"1908:5",1908,"steamer",5,536,2383,22.4926563155686,3
"1908:5",1908,"Mails",5,473,2383,19.8489299202686,3
"1908:5",1908,"Mail",5,414,2383,17.3730591691146,3
"1908:5",1908,"Nil",5,404,2383,16.9534200587495,3
"1908:5",1908,"Penang",5,380,2383,15.9462861938733,3
"1908:5",1908,"Vessels",5,378,2383,15.8623583718003,3
"1908:5",1908,"Bangkok",5,357,2383,14.9811162400336,3
"1908:6",1908,"Singapore",6,143,1119,12.7792672028597,4
"1908:6",1908,"tin",6,86,1119,7.68543342269884,4
"1908:6",1908,"Kuala",6,85,1119,7.59606791778374,4
"1908:6",1908,"Personal",6,82,1119,7.32797140303843,4
"1908:6",1908,"Social",6,80,1119,7.14924039320822,4
"1908:6",1908,"Lumpur",6,74,1119,6.6130473637176,4
"1908:6",1908,"Chinese",6,72,1119,6.4343163538874,4
"1908:6",1908,"returned",6,72,1119,6.4343163538874,4
"1908:6",1908,"steamer",6,71,1119,6.3449508489723,4
"1908:6",1908,"Sir",6,71,1119,6.3449508489723,4
"1908:6",1908,"London",6,70,1119,6.25558534405719,4
"1908:6",1908,"Company",6,62,1119,5.54066130473637,4
"1908:6",1908,"Hongkong",6,62,1119,5.54066130473637,4
"1908:7",1908,"London",7,1863,7939,23.4664315404963,5
"1908:7",1908,"Berlin",7,904,7939,11.3868245370954,5
"1908:7",1908,"Singapore",7,710,7939,8.94319183776294,5
"1908:7",1908,"Chinese",7,704,7939,8.86761556871143,5
"1908:7",1908,"Court",7,698,7939,8.79203929965991,5
"1908:7",1908,"Lloyd",7,680,7939,8.56531049250535,5
"1908:7",1908,"morning",7,586,7939,7.38128227736491,5
"1908:7",1908,"tin",7,507,7939,6.38619473485326,5
"1908:7",1908,"Government",7,498,7939,6.27283033127598,5
"1908:7",1908,"afternoon",7,482,7939,6.07129361380527,5
"1908:9",1908,"Bali",9,460,1510,30.4635761589404,6
"1908:9",1908,"Coffee",9,411,1510,27.2185430463576,6
"1908:9",1908,"prem",9,274,1510,18.1456953642384,6
"1908:9",1908,"Sago",9,268,1510,17.7483443708609,6
"1908:9",1908,"buyers",9,263,1510,17.4172185430464,6
"1908:9",1908,"Private",9,241,1510,15.9602649006623,6
"1908:9",1908,"Black",9,226,1510,14.9668874172185,6
"1908:9",1908,"White",9,216,1510,14.3046357615894,6
