"word","index","year","page","frequency","articleCount","stfreq","pagegroup","category","pagegrpnew","decade"
"beat","1980:30",1980,30,171,1994,8.57572718154463,7,"Events and Society ","back","1980"
"team","1980:30",1980,30,168,1994,8.42527582748245,7,"Events and Society ","back","1980"
"National","1980:30",1980,30,142,1994,7.12136409227683,7,"Politics and Power","back","1980"
"final","1980:30",1980,30,140,1994,7.02106318956871,7,"Events and Society ","back","1980"
"Singapore","1981:1",1981,1,765,6433,11.8918078656925,1,"Persons and Places","front","1980"
"Minister","1981:1",1981,1,726,6433,11.2855588372455,1,"Politics and Power","front","1980"
"million","1981:1",1981,1,538,6433,8.36312762319291,1,"Events and Society ","front","1980"
"Chinese","1981:1",1981,1,436,6433,6.77755324110058,1,"Politics and Power","front","1980"
"Government","1981:1",1981,1,412,6433,6.40447691590238,1,"Politics and Power","front","1980"
"Soviet","1981:1",1981,1,393,6433,6.10912482512047,1,"Politics and Power","front","1980"
"Prime","1981:1",1981,1,391,6433,6.07803513135396,1,"Politics and Power","front","1980"
"President","1981:1",1981,1,388,6433,6.03140059070418,1,"Politics and Power","front","1980"
"United","1981:1",1981,1,341,6433,5.30079278719105,1,"Persons and Places","front","1980"
"cent","1981:1",1981,1,336,6433,5.22306855277476,1,"Business and Commerce","front","1980"
"Minister","1981:5",1981,5,213,2335,9.1220556745182,2,"Politics and Power","front","1980"
"President","1981:5",1981,5,163,2335,6.98072805139186,2,"Politics and Power","front","1980"
"United","1981:5",1981,5,156,2335,6.68094218415418,2,"Persons and Places","front","1980"
"Soviet","1981:5",1981,5,147,2335,6.29550321199144,2,"Politics and Power","front","1980"
"Singapore","1981:5",1981,5,136,2335,5.82441113490364,2,"Persons and Places","front","1980"
"Government","1981:5",1981,5,133,2335,5.69593147751606,2,"Politics and Power","front","1980"
"million","1981:5",1981,5,132,2335,5.65310492505353,2,"Events and Society ","front","1980"
"States","1981:5",1981,5,108,2335,4.62526766595289,2,"Persons and Places","front","1980"
"police","1981:5",1981,5,108,2335,4.62526766595289,2,"Events and Society ","front","1980"
"British","1981:5",1981,5,104,2335,4.45396145610278,2,"Politics and Power","front","1980"
"Military","1981:5",1981,5,100,2335,4.28265524625268,2,"Politics and Power","front","1980"
"Singapore","1981:10",1981,10,584,2420,24.1322314049587,3,"Persons and Places","middle","1980"
"road","1981:10",1981,10,171,2420,7.06611570247934,3,"Events and Society ","middle","1980"
"Minister","1981:10",1981,10,161,2420,6.65289256198347,3,"Politics and Power","middle","1980"
"National","1981:10",1981,10,161,2420,6.65289256198347,3,"Politics and Power","middle","1980"
"Court","1981:10",1981,10,133,2420,5.49586776859504,3,"Politics and Power","middle","1980"
"fined","1981:10",1981,10,121,2420,5,3,"Events and Society ","middle","1980"
"centre","1981:10",1981,10,110,2420,4.54545454545455,3,"Events and Society ","middle","1980"
"Ministry","1981:10",1981,10,107,2420,4.42148760330578,3,"Politics and Power","middle","1980"
"community","1981:10",1981,10,106,2420,4.3801652892562,3,"Events and Society ","middle","1980"
"police","1981:10",1981,10,93,2420,3.84297520661157,3,"Events and Society ","middle","1980"
"Association","1981:10",1981,10,89,2420,3.67768595041322,3,"Politics and Power","middle","1980"
"Board","1981:10",1981,10,89,2420,3.67768595041322,3,"Events and Society ","middle","1980"
"Singapore","1981:15",1981,15,443,2744,16.1443148688047,4,"Persons and Places","middle","1980"
"Malaysia","1981:15",1981,15,125,2744,9.98542274052478,4,"Persons and Places","middle","1980"
"million","1981:15",1981,15,203,2744,7.39795918367347,4,"Events and Society ","middle","1980"
"Minister","1981:15",1981,15,190,2744,6.92419825072886,4,"Politics and Power","middle","1980"
"cent","1981:15",1981,15,178,2744,6.4868804664723,4,"Business and Commerce","middle","1980"
"letter","1981:15",1981,15,173,2744,6.30466472303207,4,"Events and Society ","middle","1980"
"Datuk","1981:15",1981,15,151,2744,5.50291545189504,4,"Politics and Power","middle","1980"
"road","1981:15",1981,15,141,2744,5.13848396501458,4,"Events and Society ","middle","1980"
"National","1981:15",1981,15,122,2744,4.44606413994169,4,"Politics and Power","middle","1980"
"Price","1981:20",1981,20,483,1699,28.4284873454973,5,"Business and Commerce","middle","1980"
"Singapore","1981:20",1981,20,478,1699,28.1341965862272,5,"Persons and Places","middle","1980"
"Market","1981:20",1981,20,398,1699,23.4255444379046,5,"Business and Commerce","middle","1980"
"Fund","1981:20",1981,20,301,1699,17.7163037080636,5,"Business and Commerce","middle","1980"
"Lumpur","1981:20",1981,20,226,1699,13.3019423190112,5,"Persons and Places","middle","1980"
"Kuala","1981:20",1981,20,219,1699,12.889935256033,5,"Persons and Places","middle","1980"
"Exchange","1981:20",1981,20,193,1699,11.3596233078281,5,"Business and Commerce","middle","1980"
"Stock","1981:20",1981,20,186,1699,10.9476162448499,5,"Business and Commerce","middle","1980"
"dealers","1981:20",1981,20,181,1699,10.6533254855798,5,"Business and Commerce","middle","1980"
"Trading","1981:20",1981,20,175,1699,10.3001765744556,5,"Business and Commerce","middle","1980"
"Cup","1981:25",1981,25,48,396,12.1212121212121,6,"Events and Society ","back","1980"
"Singapore","1981:25",1981,25,46,396,11.6161616161616,6,"Persons and Places","back","1980"
"win","1981:25",1981,25,29,396,7.32323232323232,6,"Events and Society ","back","1980"
"tournament","1981:25",1981,25,28,396,7.07070707070707,6,"Events and Society ","back","1980"
"lead","1981:25",1981,25,26,396,6.56565656565657,6,"Events and Society ","back","1980"
"world","1981:25",1981,25,26,396,6.56565656565657,6,"Events and Society ","back","1980"
"Tan","1981:25",1981,25,25,396,6.31313131313131,6,"Persons and Places","back","1980"
"Memoriam","1981:25",1981,25,23,396,5.80808080808081,6,"Events and Society ","back","1980"
"Class","1981:25",1981,25,22,396,5.55555555555556,6,"Events and Society ","back","1980"
"away","1981:25",1981,25,22,396,5.55555555555556,6,"Events and Society ","back","1980"
"match","1981:25",1981,25,22,396,5.55555555555556,6,"Events and Society ","back","1980"
"deaths","1981:25",1981,25,21,396,5.3030303030303,6,"Events and Society ","back","1980"
"beat","1981:25",1981,25,21,396,5.3030303030303,6,"Events and Society ","back","1980"
"race","1981:25",1981,25,21,396,5.3030303030303,6,"Events and Society ","back","1980"
"record","1981:25",1981,25,21,396,5.3030303030303,6,"Events and Society ","back","1980"
"soccer","1981:25",1981,25,21,396,5.3030303030303,6,"Events and Society ","back","1980"
"World","1981:25",1981,25,20,396,5.05050505050505,6,"Politics and Power","back","1980"
"Singapore","1981:30",1981,30,250,1231,20.3086921202275,7,"Persons and Places","back","1980"
"Cup","1981:30",1981,30,154,1231,12.5101543460601,7,"Events and Society ","back","1980"
"match","1981:30",1981,30,149,1231,12.1039805036556,7,"Events and Society ","back","1980"
"tournament","1981:30",1981,30,131,1231,10.6417546709992,7,"Events and Society ","back","1980"
"Association","1981:30",1981,30,114,1231,9.26076360682372,7,"Politics and Power","back","1980"
"beat","1981:30",1981,30,107,1231,8.69212022745735,7,"Events and Society ","back","1980"
"soccer","1981:30",1981,30,105,1231,8.52965069049553,7,"Events and Society ","back","1980"
"win","1981:30",1981,30,100,1231,8.12347684809098,7,"Events and Society ","back","1980"
"team","1981:30",1981,30,93,1231,7.55483346872461,7,"Events and Society ","back","1980"
"open","1981:30",1981,30,87,1231,7.06742485783916,7,"Events and Society ","back","1980"
"Minister","1982:1",1982,1,646,5313,12.1588556371165,1,"Politics and Power","front","1980"
"Singapore","1982:1",1982,1,589,5313,11.0860154338415,1,"Persons and Places","front","1980"
"Government","1982:1",1982,1,451,5313,8.48861283643892,1,"Politics and Power","front","1980"
"Soviet","1982:1",1982,1,352,5313,6.62525879917184,1,"Politics and Power","front","1980"
"United","1982:1",1982,1,323,5313,6.07942781855825,1,"Persons and Places","front","1980"
"million","1982:1",1982,1,317,5313,5.9664972708451,1,"Events and Society ","front","1980"
"President","1982:1",1982,1,312,5313,5.87238848108413,1,"Politics and Power","front","1980"
"Prime","1982:1",1982,1,299,5313,5.62770562770563,1,"Politics and Power","front","1980"
"police","1982:1",1982,1,276,5313,5.19480519480519,1,"Events and Society ","front","1980"
"States","1982:1",1982,1,250,5313,4.70543948804818,1,"Persons and Places","front","1980"
"Military","1982:1",1982,1,250,5313,4.70543948804818,1,"Politics and Power","front","1980"
"Minister","1982:5",1982,5,201,1845,10.8943089430894,2,"Politics and Power","front","1980"
"Government","1982:5",1982,5,153,1845,8.29268292682927,2,"Politics and Power","front","1980"
"President","1982:5",1982,5,141,1845,7.64227642276423,2,"Politics and Power","front","1980"
"Soviet","1982:5",1982,5,130,1845,7.04607046070461,2,"Politics and Power","front","1980"
"million","1982:5",1982,5,113,1845,6.12466124661247,2,"Events and Society ","front","1980"
"United","1982:5",1982,5,102,1845,5.52845528455285,2,"Persons and Places","front","1980"
"police","1982:5",1982,5,102,1845,5.52845528455285,2,"Events and Society ","front","1980"
"official","1982:5",1982,5,101,1845,5.47425474254743,2,"Politics and Power","front","1980"
"talks","1982:5",1982,5,99,1845,5.36585365853659,2,"Politics and Power","front","1980"
"Prime","1982:5",1982,5,93,1845,5.04065040650407,2,"Politics and Power","front","1980"
"Military","1982:5",1982,5,93,1845,5.04065040650407,2,"Politics and Power","front","1980"
"officials","1982:5",1982,5,93,1845,5.04065040650407,2,"Politics and Power","front","1980"
"Reagan","1982:5",1982,5,91,1845,4.93224932249322,2,"Persons and Places","front","1980"
"Singapore","1982:10",1982,10,514,2235,22.9977628635347,3,"Persons and Places","middle","1980"
"Minister","1982:10",1982,10,197,2235,8.81431767337808,3,"Politics and Power","middle","1980"
"National","1982:10",1982,10,153,2235,6.84563758389262,3,"Politics and Power","middle","1980"
"road","1982:10",1982,10,148,2235,6.62192393736018,3,"Events and Society ","middle","1980"
"centre","1982:10",1982,10,141,2235,6.30872483221477,3,"Events and Society ","middle","1980"
"Government","1982:10",1982,10,120,2235,5.36912751677852,3,"Politics and Power","middle","1980"
"community","1982:10",1982,10,112,2235,5.01118568232662,3,"Events and Society ","middle","1980"
"Court","1982:10",1982,10,110,2235,4.92170022371365,3,"Politics and Power","middle","1980"
"fined","1982:10",1982,10,107,2235,4.78747203579418,3,"Events and Society ","middle","1980"
"workers","1982:10",1982,10,98,2235,4.38478747203579,3,"Events and Society ","middle","1980"
"Singapore","1982:15",1982,15,541,2970,18.2154882154882,4,"Persons and Places","middle","1980"
"Malaysia","1982:15",1982,15,149,2970,11.2794612794613,4,"Persons and Places","middle","1980"
"million","1982:15",1982,15,313,2970,10.5387205387205,4,"Events and Society ","middle","1980"
"Minister","1982:15",1982,15,239,2970,8.04713804713805,4,"Politics and Power","middle","1980"
"letter","1982:15",1982,15,238,2970,8.01346801346801,4,"Events and Society ","middle","1980"
"cent","1982:15",1982,15,190,2970,6.3973063973064,4,"Business and Commerce","middle","1980"
"Government","1982:15",1982,15,175,2970,5.89225589225589,4,"Politics and Power","middle","1980"
"road","1982:15",1982,15,164,2970,5.52188552188552,4,"Events and Society ","middle","1980"
"time","1982:15",1982,15,152,2970,5.11784511784512,4,"Events and Society ","middle","1980"
"Price","1982:20",1982,20,759,2615,29.0248565965583,5,"Business and Commerce","middle","1980"
"Singapore","1982:20",1982,20,682,2615,26.0803059273423,5,"Persons and Places","middle","1980"
"Fund","1982:20",1982,20,596,2615,22.791586998088,5,"Business and Commerce","middle","1980"
"Market","1982:20",1982,20,581,2615,22.2179732313576,5,"Business and Commerce","middle","1980"
"Lumpur","1982:20",1982,20,402,2615,15.3728489483748,5,"Persons and Places","middle","1980"
"Kuala","1982:20",1982,20,401,2615,15.3346080305927,5,"Persons and Places","middle","1980"
"Shares","1982:20",1982,20,336,2615,12.848948374761,5,"Business and Commerce","middle","1980"
"traded","1982:20",1982,20,336,2615,12.848948374761,5,"Business and Commerce","middle","1980"
"Trading","1982:20",1982,20,335,2615,12.810707456979,5,"Business and Commerce","middle","1980"
"million","1982:20",1982,20,333,2615,12.7342256214149,5,"Events and Society ","middle","1980"
"Stock","1982:20",1982,20,322,2615,12.3135755258126,5,"Business and Commerce","middle","1980"
"Cup","1982:25",1982,25,67,460,14.5652173913043,6,"Events and Society ","back","1980"
"Singapore","1982:25",1982,25,67,460,14.5652173913043,6,"Persons and Places","back","1980"
"World","1982:25",1982,25,66,460,14.3478260869565,6,"Politics and Power","back","1980"
"match","1982:25",1982,25,45,460,9.78260869565217,6,"Events and Society ","back","1980"
"million","1982:25",1982,25,40,460,8.69565217391304,6,"Events and Society ","back","1980"
"soccer","1982:25",1982,25,39,460,8.47826086956522,6,"Events and Society ","back","1980"
"Market","1982:25",1982,25,37,460,8.04347826086956,6,"Business and Commerce","back","1980"
"cent","1982:25",1982,25,36,460,7.82608695652174,6,"Business and Commerce","back","1980"
"second","1982:25",1982,25,30,460,6.52173913043478,6,"Events and Society ","back","1980"
"team","1982:25",1982,25,28,460,6.08695652173913,6,"Events and Society ","back","1980"
"tournament","1982:25",1982,25,27,460,5.8695652173913,6,"Events and Society ","back","1980"
"win","1982:25",1982,25,27,460,5.8695652173913,6,"Events and Society ","back","1980"
"Singapore","1982:30",1982,30,90,693,12.987012987013,7,"Persons and Places","back","1980"
"match","1982:30",1982,30,78,693,11.2554112554113,7,"Events and Society ","back","1980"
"Cup","1982:30",1982,30,76,693,10.966810966811,7,"Events and Society ","back","1980"
"beat","1982:30",1982,30,75,693,10.8225108225108,7,"Events and Society ","back","1980"
"tournament","1982:30",1982,30,66,693,9.52380952380952,7,"Events and Society ","back","1980"
"win","1982:30",1982,30,61,693,8.8023088023088,7,"Events and Society ","back","1980"
"soccer","1982:30",1982,30,59,693,8.51370851370851,7,"Events and Society ","back","1980"
"won","1982:30",1982,30,54,693,7.79220779220779,7,"Events and Society ","back","1980"
"final","1982:30",1982,30,53,693,7.64790764790765,7,"Events and Society ","back","1980"
"Association","1982:30",1982,30,52,693,7.5036075036075,7,"Politics and Power","back","1980"
"Singapore","1983:1",1983,1,524,4193,12.4970188409254,1,"Persons and Places","front","1980"
"Minister","1983:1",1983,1,507,4193,12.0915812067732,1,"Politics and Power","front","1980"
"Government","1983:1",1983,1,326,4193,7.77486286668257,1,"Politics and Power","front","1980"
"Soviet","1983:1",1983,1,293,4193,6.98783687097543,1,"Politics and Power","front","1980"
"Chinese","1983:1",1983,1,259,4193,6.17696160267112,1,"Politics and Power","front","1980"
"Prime","1983:1",1983,1,244,4193,5.81922251371333,1,"Politics and Power","front","1980"
"police","1983:1",1983,1,225,4193,5.3660863343668,1,"Events and Society ","front","1980"
"million","1983:1",1983,1,220,4193,5.24683997138087,1,"Events and Society ","front","1980"
"United","1983:1",1983,1,218,4193,5.1991414261865,1,"Persons and Places","front","1980"
"President","1983:1",1983,1,210,4193,5.00834724540902,1,"Politics and Power","front","1980"
"Soviet","1983:5",1983,5,164,1383,11.8582791033984,2,"Politics and Power","front","1980"
"Minister","1983:5",1983,5,143,1383,10.3398409255242,2,"Politics and Power","front","1980"
"United","1983:5",1983,5,124,1383,8.96601590744758,2,"Persons and Places","front","1980"
"Government","1983:5",1983,5,122,1383,8.82140274765004,2,"Politics and Power","front","1980"
"President","1983:5",1983,5,118,1383,8.53217642805495,2,"Politics and Power","front","1980"
"States","1983:5",1983,5,102,1383,7.37527114967462,2,"Persons and Places","front","1980"
"Reagan","1983:5",1983,5,97,1383,7.01373825018077,2,"Persons and Places","front","1980"
"official","1983:5",1983,5,81,1383,5.85683297180043,2,"Politics and Power","front","1980"
"million","1983:5",1983,5,80,1383,5.78452639190166,2,"Events and Society ","front","1980"
"talks","1983:5",1983,5,78,1383,5.63991323210412,2,"Politics and Power","front","1980"
"Singapore","1983:10",1983,10,440,1734,25.3748558246828,3,"Persons and Places","middle","1980"
"road","1983:10",1983,10,173,1734,9.97693194925029,3,"Events and Society ","middle","1980"
"Minister","1983:10",1983,10,142,1734,8.18915801614764,3,"Politics and Power","middle","1980"
"National","1983:10",1983,10,105,1734,6.05536332179931,3,"Politics and Power","middle","1980"
"Ministry","1983:10",1983,10,82,1734,4.72895040369089,3,"Politics and Power","middle","1980"
"Chinese","1983:10",1983,10,78,1734,4.49826989619377,3,"Politics and Power","middle","1980"
"Tan","1983:10",1983,10,77,1734,4.44059976931949,3,"Persons and Places","middle","1980"
"police","1983:10",1983,10,77,1734,4.44059976931949,3,"Events and Society ","middle","1980"
"Association","1983:10",1983,10,74,1734,4.26758938869665,3,"Politics and Power","middle","1980"
"help","1983:10",1983,10,72,1734,4.1522491349481,3,"Events and Society ","middle","1980"
"Court","1983:10",1983,10,71,1734,4.09457900807382,3,"Politics and Power","middle","1980"
"time","1983:10",1983,10,71,1734,4.09457900807382,3,"Events and Society ","middle","1980"
"Singapore","1983:15",1983,15,454,2196,20.6739526411658,4,"Persons and Places","middle","1980"
"letter","1983:15",1983,15,238,2196,10.8378870673953,4,"Events and Society ","middle","1980"
"Minister","1983:15",1983,15,177,2196,8.06010928961749,4,"Politics and Power","middle","1980"
"road","1983:15",1983,15,167,2196,7.60473588342441,4,"Events and Society ","middle","1980"
"Government","1983:15",1983,15,123,2196,5.60109289617486,4,"Politics and Power","middle","1980"
"time","1983:15",1983,15,120,2196,5.46448087431694,4,"Events and Society ","middle","1980"
"National","1983:15",1983,15,119,2196,5.41894353369763,4,"Politics and Power","middle","1980"
"million","1983:15",1983,15,119,2196,5.41894353369763,4,"Events and Society ","middle","1980"
"Board","1983:15",1983,15,112,2196,5.10018214936248,4,"Events and Society ","middle","1980"
"Malaysia","1983:15",1983,15,111,2196,5.05464480874317,4,"Persons and Places","middle","1980"
"Datuk","1983:15",1983,15,107,2196,4.87249544626594,4,"Politics and Power","middle","1980"
"police","1983:15",1983,15,107,2196,4.87249544626594,4,"Events and Society ","middle","1980"
"Price","1983:20",1983,20,436,1652,26.3922518159806,5,"Business and Commerce","middle","1980"
"Singapore","1983:20",1983,20,307,1652,18.5835351089588,5,"Persons and Places","middle","1980"
"Fund","1983:20",1983,20,286,1652,17.3123486682809,5,"Business and Commerce","middle","1980"
"million","1983:20",1983,20,264,1652,15.9806295399516,5,"Events and Society ","middle","1980"
"Shares","1983:20",1983,20,260,1652,15.7384987893462,5,"Business and Commerce","middle","1980"
"Market","1983:20",1983,20,225,1652,13.6198547215496,5,"Business and Commerce","middle","1980"
"traded","1983:20",1983,20,189,1652,11.4406779661017,5,"Business and Commerce","middle","1980"
"lots","1983:20",1983,20,182,1652,11.0169491525424,5,"Business and Commerce","middle","1980"
"units","1983:20",1983,20,179,1652,10.8353510895884,5,"Business and Commerce","middle","1980"
"Lumpur","1983:20",1983,20,170,1652,10.2905569007264,5,"Persons and Places","middle","1980"
"unchanged","1983:25",1983,25,344,1446,23.789764868603,6,"Business and Commerce","back","1980"
"Market","1983:25",1983,25,303,1446,20.954356846473,6,"Business and Commerce","back","1980"
"Singapore","1983:25",1983,25,299,1446,20.6777316735823,6,"Persons and Places","back","1980"
"Price","1983:25",1983,25,296,1446,20.4702627939142,6,"Business and Commerce","back","1980"
"cents","1983:25",1983,25,243,1446,16.804979253112,6,"Business and Commerce","back","1980"
"closed","1983:25",1983,25,228,1446,15.7676348547718,6,"Business and Commerce","back","1980"
"Sellers","1983:25",1983,25,190,1446,13.1396957123098,6,"Business and Commerce","back","1980"
"lower","1983:25",1983,25,164,1446,11.3416320885201,6,"Business and Commerce","back","1980"
"million","1983:25",1983,25,157,1446,10.8575380359613,6,"Events and Society ","back","1980"
"Trading","1983:25",1983,25,155,1446,10.7192254495159,6,"Business and Commerce","back","1980"
"Singapore","1983:30",1983,30,62,366,16.9398907103825,7,"Persons and Places","back","1980"
"race","1983:30",1983,30,33,366,16.6666666666667,7,"Events and Society ","back","1980"
"Cup","1983:30",1983,30,46,366,12.568306010929,7,"Events and Society ","back","1980"
"division","1983:30",1983,30,38,366,10.3825136612022,7,"Events and Society ","back","1980"
"Class","1983:30",1983,30,30,366,8.19672131147541,7,"Events and Society ","back","1980"
"final","1983:30",1983,30,29,366,7.92349726775956,7,"Events and Society ","back","1980"
"deaths","1983:30",1983,30,24,366,6.55737704918033,7,"Events and Society ","back","1980"
"Gold","1983:30",1983,30,23,366,6.28415300546448,7,"Business and Commerce","back","1980"
"beat","1983:30",1983,30,23,366,6.28415300546448,7,"Events and Society ","back","1980"
"match","1983:30",1983,30,23,366,6.28415300546448,7,"Events and Society ","back","1980"
"soccer","1983:30",1983,30,23,366,6.28415300546448,7,"Events and Society ","back","1980"
"win","1983:30",1983,30,21,366,5.73770491803279,7,"Events and Society ","back","1980"
"won","1983:30",1983,30,21,366,5.73770491803279,7,"Events and Society ","back","1980"
"Singapore","1984:1",1984,1,542,3822,14.1810570381999,1,"Persons and Places","front","1980"
"Minister","1984:1",1984,1,431,3822,11.2768184196756,1,"Politics and Power","front","1980"
"Government","1984:1",1984,1,274,3822,7.16902145473574,1,"Politics and Power","front","1980"
"Soviet","1984:1",1984,1,216,3822,5.65149136577708,1,"Politics and Power","front","1980"
"Prime","1984:1",1984,1,206,3822,5.3898482469911,1,"Politics and Power","front","1980"
"National","1984:1",1984,1,189,3822,4.94505494505495,1,"Politics and Power","front","1980"
"United","1984:1",1984,1,184,3822,4.81423338566196,1,"Persons and Places","front","1980"
"President","1984:1",1984,1,179,3822,4.68341182626897,1,"Politics and Power","front","1980"
"time","1984:1",1984,1,176,3822,4.60491889063318,1,"Events and Society ","front","1980"
"police","1984:1",1984,1,172,3822,4.50026164311879,1,"Events and Society ","front","1980"
"United","1984:5",1984,5,199,1835,10.8446866485014,2,"Persons and Places","front","1980"
"President","1984:5",1984,5,196,1835,10.6811989100817,2,"Politics and Power","front","1980"
"Minister","1984:5",1984,5,174,1835,9.48228882833788,2,"Politics and Power","front","1980"
"Soviet","1984:5",1984,5,166,1835,9.04632152588556,2,"Politics and Power","front","1980"
"Government","1984:5",1984,5,163,1835,8.88283378746594,2,"Politics and Power","front","1980"
"States","1984:5",1984,5,155,1835,8.44686648501362,2,"Persons and Places","front","1980"
"Reagan","1984:5",1984,5,137,1835,7.46594005449591,2,"Persons and Places","front","1980"
"million","1984:5",1984,5,125,1835,6.81198910081744,2,"Events and Society ","front","1980"
"talks","1984:5",1984,5,113,1835,6.15803814713896,2,"Politics and Power","front","1980"
"American","1984:5",1984,5,99,1835,5.39509536784741,2,"Politics and Power","front","1980"
"Singapore","1984:10",1984,10,396,1995,19.8496240601504,3,"Persons and Places","middle","1980"
"Minister","1984:10",1984,10,250,1995,12.531328320802,3,"Politics and Power","middle","1980"
"road","1984:10",1984,10,143,1995,7.16791979949875,3,"Events and Society ","middle","1980"
"Government","1984:10",1984,10,112,1995,5.6140350877193,3,"Politics and Power","middle","1980"
"National","1984:10",1984,10,110,1995,5.51378446115288,3,"Politics and Power","middle","1980"
"police","1984:10",1984,10,102,1995,5.11278195488722,3,"Events and Society ","middle","1980"
"Board","1984:10",1984,10,98,1995,4.91228070175439,3,"Events and Society ","middle","1980"
"Tan","1984:10",1984,10,95,1995,4.76190476190476,3,"Persons and Places","middle","1980"
"Datuk","1984:10",1984,10,87,1995,4.3609022556391,3,"Politics and Power","middle","1980"
"Malaysia","1984:10",1984,10,87,1995,4.3609022556391,3,"Persons and Places","middle","1980"
"Prime","1984:10",1984,10,85,1995,4.26065162907268,3,"Politics and Power","middle","1980"
"help","1984:10",1984,10,85,1995,4.26065162907268,3,"Events and Society ","middle","1980"
"Singapore","1984:15",1984,15,531,2073,25.6150506512301,4,"Persons and Places","middle","1980"
"road","1984:15",1984,15,184,2073,8.87602508441872,4,"Events and Society ","middle","1980"
"letter","1984:15",1984,15,146,2073,7.0429329474192,4,"Events and Society ","middle","1980"
"Minister","1984:15",1984,15,145,2073,6.99469368065605,4,"Politics and Power","middle","1980"
"police","1984:15",1984,15,110,2073,5.30631934394597,4,"Events and Society ","middle","1980"
"National","1984:15",1984,15,107,2073,5.16160154365654,4,"Politics and Power","middle","1980"
"Government","1984:15",1984,15,105,2073,5.06512301013025,4,"Politics and Power","middle","1980"
"Tan","1984:15",1984,15,104,2073,5.0168837433671,4,"Persons and Places","middle","1980"
"time","1984:15",1984,15,99,2073,4.77568740955137,4,"Events and Society ","middle","1980"
"Board","1984:15",1984,15,92,2073,4.43801254220936,4,"Events and Society ","middle","1980"
"Singapore","1984:20",1984,20,295,1686,17.497034400949,5,"Persons and Places","middle","1980"
"million","1984:20",1984,20,218,1686,12.9300118623962,5,"Events and Society ","middle","1980"
"Shares","1984:20",1984,20,201,1686,11.9217081850534,5,"Business and Commerce","middle","1980"
"Price","1984:20",1984,20,184,1686,10.9134045077106,5,"Business and Commerce","middle","1980"
"done","1984:20",1984,20,167,1686,9.90510083036773,5,"Events and Society ","middle","1980"
"Bhd","1984:20",1984,20,163,1686,9.66785290628707,5,"Business and Commerce","middle","1980"
"cent","1984:20",1984,20,141,1686,8.36298932384341,5,"Business and Commerce","middle","1980"
"Lumpur","1984:20",1984,20,134,1686,7.94780545670225,5,"Persons and Places","middle","1980"
"Kuala","1984:20",1984,20,128,1686,7.59193357058126,5,"Persons and Places","middle","1980"
"company","1984:20",1984,20,127,1686,7.53262158956109,5,"Business and Commerce","middle","1980"
"unchanged","1984:25",1984,25,434,1986,21.852970795569,6,"Business and Commerce","back","1980"
"Market","1984:25",1984,25,332,1986,16.7170191339376,6,"Business and Commerce","back","1980"
"Singapore","1984:25",1984,25,330,1986,16.6163141993958,6,"Persons and Places","back","1980"
"Price","1984:25",1984,25,313,1986,15.7603222557905,6,"Business and Commerce","back","1980"
"dollar","1984:25",1984,25,247,1986,12.4370594159114,6,"Business and Commerce","back","1980"
"aside","1984:25",1984,25,188,1986,9.4662638469285,6,"Events and Society ","back","1980"
"Fund","1984:25",1984,25,178,1986,8.96273917421954,6,"Business and Commerce","back","1980"
"closed","1984:25",1984,25,171,1986,8.61027190332326,6,"Business and Commerce","back","1980"
"Ton","1984:25",1984,25,143,1986,7.20040281973817,6,"Business and Commerce","back","1980"
"opened","1984:25",1984,25,142,1986,7.15005035246727,6,"Events and Society ","back","1980"
"division","1984:30",1984,30,27,401,13.4663341645885,7,"Events and Society ","back","1980"
"Singapore","1984:30",1984,30,51,401,12.7182044887781,7,"Persons and Places","back","1980"
"race","1984:30",1984,30,26,401,12.2194513715711,7,"Events and Society ","back","1980"
"Cup","1984:30",1984,30,39,401,9.72568578553616,7,"Events and Society ","back","1980"
"win","1984:30",1984,30,30,401,7.48129675810474,7,"Events and Society ","back","1980"
"away","1984:30",1984,30,29,401,7.23192019950125,7,"Events and Society ","back","1980"
"soccer","1984:30",1984,30,27,401,6.73316708229426,7,"Events and Society ","back","1980"
"match","1984:30",1984,30,25,401,6.23441396508728,7,"Events and Society ","back","1980"
"second","1984:30",1984,30,25,401,6.23441396508728,7,"Events and Society ","back","1980"
"Class","1984:30",1984,30,24,401,5.98503740648379,7,"Events and Society ","back","1980"
"top","1984:30",1984,30,24,401,5.98503740648379,7,"Events and Society ","back","1980"
"Olympic","1984:30",1984,30,23,401,5.7356608478803,7,"Events and Society ","back","1980"
"track","1984:30",1984,30,23,401,5.7356608478803,7,"Events and Society ","back","1980"
"English","1984:30",1984,30,22,401,5.48628428927681,7,"Politics and Power","back","1980"
"Soviet","1984:30",1984,30,22,401,5.48628428927681,7,"Politics and Power","back","1980"
"West","1984:30",1984,30,22,401,5.48628428927681,7,"Persons and Places","back","1980"
"lead","1984:30",1984,30,22,401,5.48628428927681,7,"Events and Society ","back","1980"
"Singapore","1985:1",1985,1,568,3815,14.8885976408912,1,"Persons and Places","front","1980"
"Minister","1985:1",1985,1,466,3815,12.2149410222805,1,"Politics and Power","front","1980"
"President","1985:1",1985,1,271,3815,7.10353866317169,1,"Politics and Power","front","1980"
"million","1985:1",1985,1,219,3815,5.74049803407602,1,"Events and Society ","front","1980"
"Government","1985:1",1985,1,216,3815,5.66186107470511,1,"Politics and Power","front","1980"
